id|title|body|department|sentiment|preprocessed_body
502|Bagno sporco al...|Bagno sporco al limite della decenza, senza acqua calda né phon.|Housekeeping|neg|bagno sporco al limite della decenza senza acqua calda né phon
503|Letto scomodo e...|Letto scomodo e cuscini così sottili da essere inutili. Pulizia approssimativa.|Housekeeping|neg|letto scomodo e cuscini così sottili da essere inutili pulizia approssimativa
504|Camere poco confortevoli,...|Camere poco confortevoli, poco curate e poco pulite.|Housekeeping|neg|camere poco confortevoli poco curate e poco pulite
505|Bagno piccolissimo disfunzionale...|Bagno piccolissimo disfunzionale e anche molto sporco.|Housekeeping|neg|bagno piccolissimo disfunzionale e anche molto sporco
506|Bagno piccolissimo disfunzionale...|Bagno piccolissimo disfunzionale e anche parecchio sporco.|Housekeeping|neg|bagno piccolissimo disfunzionale e anche parecchio sporco
507|Bagno strettissimo, disfunzionale...|Bagno strettissimo, disfunzionale e anche molto sporco.|Housekeeping|neg|bagno strettissimo disfunzionale e anche molto sporco
508|Bagno strettissimo, disfunzionale...|Bagno strettissimo, disfunzionale e anche parecchio sporco.|Housekeeping|neg|bagno strettissimo disfunzionale e anche parecchio sporco
509|Hotel da evitare;...|Hotel da evitare; condizioni della struttura pessime. Ogni cosa o è vecchia o è rotta!|Housekeeping|neg|hotel da evitare condizioni della struttura pessime ogni cosa o é vecchia o é rotta
510|Delusione e rimpianto....|Delusione e rimpianto. Albergo vecchio e sporco.|Housekeeping|neg|delusione e rimpianto albergo vecchio e sporco
511|Delusione e rimpianto....|Delusione e rimpianto. Alloggio vecchio e sporco.|Housekeeping|neg|delusione e rimpianto alloggio vecchio e sporco
512|Amarezza e rimpianto....|Amarezza e rimpianto. Albergo vecchio e sporco.|Housekeeping|neg|amarezza e rimpianto albergo vecchio e sporco
513|Amarezza e rimpianto....|Amarezza e rimpianto. Alloggio vecchio e sporco.|Housekeeping|neg|amarezza e rimpianto alloggio vecchio e sporco
514|Muffa alle pareti...|Muffa alle pareti e sporcizia, copriletti strappati e ricuciti, termosifoni inesistenti, doccia senza box.|Housekeeping|neg|muffa alle pareti e sporcizia copriletti strappati e ricuciti termosifoni inesistenti doccia senza box
515|Se volete alloggiare...|Se volete alloggiare in questo hotel, dimenticate la pulizia e la comodità.|Housekeeping|neg|se volete alloggiare in questo hotel dimenticate la pulizia e la comodità
516|Se volete alloggiare...|Se volete alloggiare in questo hotel, scordate la pulizia e la comodità.|Housekeeping|neg|se volete alloggiare in questo hotel scordate la pulizia e la comodità
517|Se volete pernottare...|Se volete pernottare in questo hotel, dimenticate la pulizia e la comodità.|Housekeeping|neg|se volete pernottare in questo hotel dimenticate la pulizia e la comodità
518|Se volete pernottare...|Se volete pernottare in questo hotel, scordate la pulizia e la comodità.|Housekeeping|neg|se volete pernottare in questo hotel scordate la pulizia e la comodità
519|Il rubinetto che...|Il rubinetto che perde e il condizionatore rumoroso non ci hanno fatto chiudere occhio.|Housekeeping|neg|il rubinetto che perde e il condizionatore rumoroso non ci hanno fatto chiudere occhio
520|Camera al 4°...|Camera al 4° piano e ascensore fuori servizio per tutta la durata del soggiorno.|Housekeeping|neg|camera al 4 piano e ascensore fuori servizio per tutta la durata del soggiorno
521|Camera al 4°...|Camera al 4° piano e ascensore fuori uso per tutta la durata del soggiorno.|Housekeeping|neg|camera al 4 piano e ascensore fuori uso per tutta la durata del soggiorno
522|Cattivi odori persistenti,...|Cattivi odori persistenti, sporco ostinato in zone difficili (fughe delle piastrelle, angoli, tendine doccia).|Housekeeping|neg|cattivi odori persistenti sporco ostinato in zone difficili fughe delle piastrelle angoli tendine doccia
523|Dotazioni mancanti o...|Dotazioni mancanti o obsolete: assenza di elementi standard.|Housekeeping|neg|dotazioni mancanti o obsolete assenza di elementi standard
524|Dotazioni mancanti o...|Dotazioni mancanti o obsolete: assenza di gadget standard.|Housekeeping|neg|dotazioni mancanti o obsolete assenza di gadget standard
525|Arredi vecchi e...|Arredi vecchi e usurati, mancanza di pulizie extra e cambi di biancheria|Housekeeping|neg|arredi vecchi e usurati mancanza di pulizie extra e cambi di biancheria
526|Arredi vecchi e...|Arredi vecchi e usurati, mancanza di pulizie extra e cambi di lenzuola.|Housekeeping|neg|arredi vecchi e usurati mancanza di pulizie extra e cambi di lenzuola
527|Stanze rumorose o...|Stanze rumorose o con problemi di isolamento acustico, scarsa illuminazione e ventilazione.|Housekeeping|neg|stanze rumorose o con problemi di isolamento acustico scarsa illuminazione e ventilazione
528|Sensazione di abbandono...|Sensazione di abbandono ovunque: muri sporchi e macchiati, pareti non imbiancate, aree comuni trascurate.|Housekeeping|neg|sensazione di abbandono ovunque muri sporchi e macchiati pareti non imbiancate aree comuni trascurate
529|Non ho potuto...|Non ho potuto fare doccia per tre giorni, era veramente disgustosa!|Housekeeping|neg|non ho potuto fare doccia per tre giorni era veramente disgustosa
530|La descrizione della...|La descrizione della struttura non corrisponde; è tutto diverso (in peggio) dalle foto.|Housekeeping|neg|la descrizione della struttura non corrisponde é tutto diverso in peggio dalle foto
531|Chiamarlo topaia é...|Chiamarlo topaia é un complimento! Camera minuscola e sporca (piena di capelli e peli ovunque).|Housekeeping|neg|chiamarlo topaia é un complimento camera minuscola e sporca piena di capelli e peli ovunque
532|Ambiente sporco, mobilia...|Ambiente sporco, mobilia vecchia. Camere molto molto piccole.|Housekeeping|neg|ambiente sporco mobilia vecchia camere molto molto piccole
533|La camera dispone...|La camera dispone di un wc rotto e la doccia e aria condizionata non funzionano.|Housekeeping|neg|la camera dispone di un wc rotto e la doccia e aria condizionata non funzionano
534|La camera dispone...|La camera dispone di un water rotto e la doccia e aria condizionata non funzionano.|Housekeeping|neg|la camera dispone di un water rotto e la doccia e aria condizionata non funzionano
535|La camera dispone...|La camera dispone di un gabinetto rotto e la doccia e aria condizionata non funzionano.|Housekeeping|neg|la camera dispone di un gabinetto rotto e la doccia e aria condizionata non funzionano
536|Abbiamo trovato un...|Abbiamo trovato un cerotto usato nel letto. Raccapricciante!|Housekeeping|neg|abbiamo trovato un cerotto usato nel letto raccapricciante
537|Check-in rapido e...|Check-in rapido e personale molto accogliente|Reception|pos|check in rapido e personale molto accogliente
538|Check-in rapido e...|Check-in rapido e personale molto cordiale.|Reception|pos|check in rapido e personale molto cordiale
539|Check-in veloce e...|Check-in veloce e personale molto accogliente|Reception|pos|check in veloce e personale molto accogliente
540|Check-in veloce e...|Check-in veloce e personale molto cordiale.|Reception|pos|check in veloce e personale molto cordiale
541|Reception efficiente e...|Reception efficiente e disponibile; risolvono qualsiasi problema in pochissimo tempo.|Reception|pos|reception efficiente e disponibile risolvono qualsiasi problema in pochissimo tempo
542|Reception efficiente e...|Reception efficiente e disponibile; risolvono qualsiasi situazione in pochissimo tempo.|Reception|pos|reception efficiente e disponibile risolvono qualsiasi situazione in pochissimo tempo
543|Reception funzionale e...|Reception funzionale e disponibile; risolvono qualsiasi problema in pochissimo tempo.|Reception|pos|reception funzionale e disponibile risolvono qualsiasi problema in pochissimo tempo
544|Reception funzionale e...|Reception funzionale e disponibile; risolvono qualsiasi situazione in pochissimo tempo.|Reception|pos|reception funzionale e disponibile risolvono qualsiasi situazione in pochissimo tempo
545|Staff cordiale e...|Staff cordiale e professionale al banco servizi di prima qualità.|Reception|pos|staff cordiale e professionale al banco servizi di prima qualità
546|Staff cordiale e...|Staff cordiale e professionale al banco servizi di ottima qualità.|Reception|pos|staff cordiale e professionale al banco servizi di ottima qualità
547|Staff cordiale e...|Staff cordiale e professionale al desk; servizi di prima qualità.|Reception|pos|staff cordiale e professionale al desk servizi di prima qualità
548|Staff cordiale e...|Staff cordiale e professionale al desk; servizi di ottima qualità.|Reception|pos|staff cordiale e professionale al desk servizi di ottima qualità
549|personale cordiale e...|personale cordiale e professionale al banco servizi di prima qualità.|Reception|pos|personale cordiale e professionale al banco servizi di prima qualità
550|personale cordiale e...|personale cordiale e professionale al banco servizi di ottima qualità.|Reception|pos|personale cordiale e professionale al banco servizi di ottima qualità
551|personale cordiale e...|personale cordiale e professionale al desk; servizi di prima qualità.|Reception|pos|personale cordiale e professionale al desk servizi di prima qualità
552|personale cordiale e...|personale cordiale e professionale al desk; servizi di ottima qualità.|Reception|pos|personale cordiale e professionale al desk servizi di ottima qualità
553|Servizi e personale...|Servizi e personale TOP. Consigliatissimo.|Reception|pos|servizi e personale top consigliatissimo
554|Servizi e addetti...|Servizi e addetti TOP. Consigliatissimo.|Reception|pos|servizi e addetti top consigliatissimo
555|Un soggiorno davvero...|Un soggiorno davvero piacevole. Comodo, con parcheggio custodito e tante attenzioni rivolte al cliente.|Reception|pos|un soggiorno davvero piacevole comodo con parcheggio custodito e tante attenzioni rivolte al cliente
556|Personale disponibile e...|Personale disponibile e cordiale. Ascensore. Parcheggio e tanti servizi.|Reception|pos|personale disponibile e cordiale ascensore parcheggio e tanti servizi
557|Ho trovato il...|Ho trovato il personale molto disponibile e pronto a soddisfare tutte le richieste che gli facevamo. Consigliato.|Reception|pos|ho trovato il personale molto disponibile e pronto a soddisfare tutte le richieste che gli facevamo consigliato
558|Grande cortesia e...|Grande cortesia e gentilezza del titolare e di tutti gli addetti.|Reception|pos|grande cortesia e gentilezza del titolare e di tutti gli addetti
559|Grande simpatia e...|Grande simpatia e gentilezza del titolare e di tutti gli addetti.|Reception|pos|grande simpatia e gentilezza del titolare e di tutti gli addetti
560|Accoglienza splendida. Nonostante...|Accoglienza splendida. Nonostante alcune difficoltà che il personale ha prontamente risolto siamo stati benissimo.|Reception|pos|accoglienza splendida nonostante alcune difficoltà che il personale ha prontamente risolto siamo stati benissimo
561|Hotel molto bello...|Hotel molto bello e confortevole personale sempre disponibile e gentile.|Reception|pos|hotel molto bello e confortevole personale sempre disponibile e gentile
562|Hotel molto bello...|Hotel molto bello e accogliente, personale sempre disponibile e gentile.|Reception|pos|hotel molto bello e accogliente personale sempre disponibile e gentile
563|Siamo rimasti colpiti...|Siamo rimasti colpiti positivamente da questa struttura; il personale è accogliente e sempre disponibile.|Reception|pos|siamo rimasti colpiti positivamente da questa struttura il personale é accogliente e sempre disponibile
564|In questo hotel...|In questo hotel mi trovo come a casa, piena efficenza e disponibilità. Cortesia e Servizio ottimi|Reception|pos|in questo hotel mi trovo come a casa piena efficenza e disponibilità cortesia e servizio ottimi
565|In questo hotel...|In questo hotel mi trovo come a casa, piena efficenza e disponibilità. Cortesia e Servizio stupendi.|Reception|pos|in questo hotel mi trovo come a casa piena efficenza e disponibilità cortesia e servizio stupendi
566|Questo albergo è...|Questo albergo è UNA MERAVIGLIOSA CERTEZZA grazie a tutto lo staff.|Reception|pos|questo albergo é una meravigliosa certezza grazie a tutto lo staff
567|Questo hotel è...|Questo hotel è UNA MERAVIGLIOSA CERTEZZA grazie a tutto lo staff.|Reception|pos|questo hotel é una meravigliosa certezza grazie a tutto lo staff
568|Finezza ed eleganza....|Finezza ed eleganza. Siamo rimasti colpiti positivamente da questa struttura e dal personale che ci lavora.|Reception|pos|finezza ed eleganza siamo rimasti colpiti positivamente da questa struttura e dal personale che ci lavora
569|Personale squisito, hotel...|Personale squisito, hotel piccolo ma ottimo e molto confortevole.|Reception|pos|personale squisito hotel piccolo ma ottimo e molto confortevole
570|Accoglienza ottima e...|Accoglienza ottima e il personale carismatico. Hanno risposto a tutte le nostre domande|Reception|pos|accoglienza ottima e il personale carismatico hanno risposto a tutte le nostre domande
571|Accoglienza ottima e...|Accoglienza ottima e il personale carismatico. Hanno risposto a tutte le nostre richieste.|Reception|pos|accoglienza ottima e il personale carismatico hanno risposto a tutte le nostre richieste
572|Ogni cliente è...|Ogni cliente è accolto con il massimo delle attenzioni.|Reception|pos|ogni cliente é accolto con il massimo delle attenzioni
573|Ogni ospite è...|Ogni ospite è accolto con il massimo delle attenzioni.|Reception|pos|ogni ospite é accolto con il massimo delle attenzioni
574|Personale sempre disponibile...|Personale sempre disponibile e tanti servizi inclusi nel prezzo.|Reception|pos|personale sempre disponibile e tanti servizi inclusi nel prezzo
575|Personale sempre disponibile...|Personale sempre disponibile e tanti servizi compresi nel prezzo.|Reception|pos|personale sempre disponibile e tanti servizi compresi nel prezzo
576|Cordialità e disponibilità...|Cordialità e disponibilità del personale e della direzione, mi hanno risolto ogni problema|Reception|pos|cordialità e disponibilità del personale e della direzione mi hanno risolto ogni problema
577|Cordialità e disponibilità...|Cordialità e disponibilità del personale e della direzione, mi hanno risolto ogni complicazione|Reception|pos|cordialità e disponibilità del personale e della direzione mi hanno risolto ogni complicazione
